2,0,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,7,2,2,2,2,0,2,0,2,2,0,2,2,0,2,0,0,0,0,2,2,2,2,2,0,2,2,2,2
2,0,2,2,0,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,2,2,0,2,0,2,2,0,2,2,0,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2
2,0,2,2,0,2,2,2,2,0,2,2,2,0,9,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,0,2,2,0,2,0,2,2,2,2,2,2,2,0,0,2,2,2,2
2,0,2,2,0,2,2,2,2,0,0,0,0,0,2,2,2,2,0,2,2,0,0,0,0,0,2,2,2,2,2,0,2,0,2,2,0,2,2,0,2,0,0,0,0,2,2,2,2,0,2,2,2,2,2
2],0,2],2],0,2],2],2],2],2],2],2],2],2],2],2],2],2],0,2],2],1,2],2],2],0,0,0,0,0,0,0,2],0,2],2],0,2],2],0,2],2],2],1,2],2],2],2],2],0,2],2],2],2],2]
2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,2,0,0,0,0,0,0,0,2,2,2,0,2,2,2,2,2
2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,0,0,0,0,0,0,0,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,2,2,2
2,0,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,0,2,0,2,2,2,2,2,0,2,2,2,0,2,2,0,2,2,2,2,2,0,0,0,0,2,2,2,0,0,2,2,2,2
2,0,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,2,0,2,2,2,2,0,0,2,2,2,0,2,2,0,2,2,1,1,1,0,2,2,2,2,2,2,2,0,2,2,2,2
2,0,2,2,0,2,0,2,2,0,2,0,2,2,2,0,2,2,2,2,2,0,2,0,2,2,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0,2,2,2,2
2,0,2,2,0,2,0,2,2,0,2,2,2,2,2,0,2,0,0,0,0,0,2,0,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2
2,0,2,2,0,2,0,2,2,0,2,2,2,2,2,1,2,0,2,2,2,2,2,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,2
2,0,2,2,0,2,0,0,0,0,2,2,2,2,2,0,2,0,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,2,2,2
2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,2,2,2
2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,2,2,2
2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,2,2,2,2,2,2,0,2,2,0,2,2,2,2
2],0,2],2],2],2],2],2],2],2],2],2],2],2],0,2],0,2],2],2],2],2],2],2],2],2],2],2],2],2],2],2],2],2],2],2],2],2],2],2],0,2],2],2],2],0,0,0,2],2],0,0,0,0,2]
2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2,0,2
2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,2,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,0,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,2,0,2
2,0,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,0,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,2,0,2
2,0,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,0,2,0,2,2,2,0,0,0,0,0,0,0,2,2,2,2,0,2,0,2
1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1
1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1
1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1
1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,9,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
11,0,11,11,11,11,11,11,0,11,11,11,11,11,11,0,11,11,11,11,11,11,11,11,11,11,11,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,11,11,11,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
